id,t011_prgrm,pass_fail,t301b_wpt_flow_rate_slow,t302_landowner_personality,t302a_rep_WSB_talkedto,t302b_rep_WSB_accepted_disp,t310_wpt_drinking_water,t303b_turbitube_100ntu,t303_turbidity_wet,t304_turbidity_dry,t305b_flow_how_many_months,avg_users,t311_wpt_pass,t009_country,month,year,t005_today
,Busia,1,,,1,1,1,,3,3,,50,1,1,2,2015,26-Feb-15
,Busia,0,,,,,1,,3,3,,3,,1,3,2015,04mar2015
,Busia,1,,,,,1,,3,3,,20,1,1,3,2015,04mar2015
,Busia,0,,1,,,1,,3,3,,5,,1,2,2015,25-Feb-15
,Busia,0,,1,,,0,,,,,,,1,3,2015,10mar2015
,Busia,1,,,,,1,,3,3,,22.5,1,1,2,2015,25-Feb-15
,Busia,0,,1,,,0,,,,,,,1,3,2015,10mar2015
,Busia,0,,1,,,0,,,,,,,1,2,2015,25-Feb-15
,Busia,0,,1,,,0,,,,,,,1,3,2015,10mar2015
,Busia,0,,1,,,0,,,,,,,1,2,2015,25-Feb-15
,Busia,0,,1,,,0,,,,,,,1,3,2015,10mar2015
,Busia,0,,1,,,0,,,,,,,1,3,2015,10mar2015
,Busia,1,,,1,1,1,,3,3,,30,1,1,3,2015,03mar2015
,Busia,0,,,,,0,,,,,,,1,3,2015,06mar2015
,Busia,1,,1,,,1,,2,3,,13,1,1,3,2015,03mar2015
,Busia,1,,1,,,1,,3,3,,30,1,1,3,2015,03mar2015
,Busia,1,,,,,1,,3,3,,20,1,1,3,2015,06mar2015
,Busia,0,,1,,,1,,2,3,,5.75,,1,3,2015,03mar2015
,Busia,0,,1,,,0,,,,,,,1,3,2015,03mar2015
,Busia,0,,,,,0,,,,,,,1,3,2015,06mar2015
,Busia,0,,1,,,1,,2,3,,8,,1,3,2015,03mar2015
,Busia,1,,1,,,1,,3,3,,10,1,1,3,2015,06mar2015
,Busia,0,,,,,1,,2,3,,9,,1,3,2015,03mar2015
,Busia,0,,,,,0,,,,,,,1,3,2015,06mar2015
,Busia,1,,,,,1,,2,3,,12.5,1,1,3,2015,03mar2015
,Busia,1,,1,,,1,,3,3,,25,1,1,3,2015,03mar2015
,Busia,0,0,,,,,,,,,,,1,5,2015,25may2015
,Busia,1,,1,,,1,,3,3,,20,1,1,3,2015,02mar2015
,Busia,1,,1,,,1,,3,3,,31.25,1,1,3,2015,10mar2015
,Busia,1,,1,,,1,,3,3,,23,1,1,3,2015,02mar2015
,Busia,1,,1,,,1,,3,3,,21,1,1,3,2015,10mar2015
,Busia,1,,,,,1,,3,3,,20,1,1,3,2015,02mar2015
,Busia,0,0,,,,,,,,,,,1,3,2015,10mar2015
,Busia,1,,1,,,1,,3,3,,25,1,1,3,2015,02mar2015
,Busia,1,,,,,1,,3,3,,19.5,1,1,3,2015,10mar2015
,Busia,0,,1,,,0,,,,,,,1,3,2015,02mar2015
,Busia,0,0,,,,,,,,,,,1,3,2015,10mar2015
,Busia,1,,,,,1,,3,3,,12,1,1,3,2015,02mar2015
,Busia,1,,,,,1,,3,3,,26.25,1,1,3,2015,10mar2015
,Busia,1,,1,,,1,,3,3,,25,1,1,3,2015,02mar2015
,Busia,1,,1,,,1,,3,3,,30,1,1,3,2015,02mar2015
,Busia,0,,1,,,0,,,,,,,1,3,2015,02mar2015
,Busia,1,,1,,,1,,3,3,,20,1,1,3,2015,02mar2015
,Busia,0,,,0,,1,,3,3,10,4,,1,5,2015,22may2015
,Busia,0,,,,,0,,,,,,,1,5,2015,22may2015
,Busia,1,,,,,1,,3,3,10,20,1,1,5,2015,22may2015
,Busia,0,,,,,0,,,,,,,1,5,2015,22may2015
,Busia,0,,1,,,0,,,,,,,1,5,2015,22may2015
,Busia,1,,,,,1,,3,3,,45,1,1,3,2015,11mar2015
,Busia,1,,1,,,1,,3,3,,30,1,1,3,2015,11mar2015
,Busia,0,0,,,,,,,,,,,1,3,2015,11mar2015
,Busia,0,0,,,,,,,,,,,1,3,2015,11mar2015
,Busia,1,,,,,1,,3,3,,30,1,1,2,2015,28-Feb-15
,Busia,1,,,,,1,,2,2,,30,1,1,2,2015,28-Feb-15
,Busia,1,1,,,,1,,3,3,,17.5,1,1,2,2015,28-Feb-15
,Busia,1,,1,,,1,,3,3,,25,1,1,2,2015,28-Feb-15
,Busia,1,,1,,,1,,2,2,,30,1,1,2,2015,28-Feb-15
,Busia,0,0,,,,,,,,,,,1,2,2015,28-Feb-15
,Busia,1,,,,,1,,3,3,,12,1,1,2,2015,28-Feb-15
,Busia,1,,1,,,1,,3,3,,30.5,1,1,3,2015,10mar2015
,Busia,1,,1,,,1,,3,3,,11,1,1,3,2015,10mar2015
,Busia,0,,1,,,0,,,,,,,1,3,2015,10mar2015
,Busia,1,,1,,,1,,3,3,,18,1,1,3,2015,10mar2015
,Busia,0,0,,,,,,,,,,,1,5,2015,25may2015
,Busia,1,,,1,1,1,,2,3,,16.25,1,1,5,2015,25may2015
,Busia,0,0,,,,,,,,,,,1,3,2015,11mar2015
,Busia,1,,,,,1,,3,3,,25,1,1,3,2015,11mar2015
,Busia,1,,,,,1,,3,3,,10,1,1,3,2015,11mar2015
,Busia,1,,,,,1,,2,3,10,15,1,1,5,2015,22may2015
,Busia,0,,1,,,1,,3,3,10,4,,1,5,2015,22may2015
,Busia,0,0,,,,,,,,,,,1,3,2015,10mar2015
,Busia,1,1,,,,1,,3,3,9,15.75,1,1,3,2015,10mar2015
,Busia,1,1,,,,1,,3,2,10,16.66666667,1,1,3,2015,10mar2015
,Busia,1,,1,,,1,,3,3,,10,1,1,3,2015,10mar2015
,Busia,1,,1,,,1,,3,3,,30,1,1,3,2015,09mar2015
,Busia,1,,,,,1,,3,3,,10,1,1,3,2015,09mar2015
,Busia,0,,,,,0,,,,,,,1,3,2015,10mar2015
,Busia,1,,,,,1,,3,3,,15,1,1,3,2015,10mar2015
,Busia,1,,,,,1,,3,3,,60,1,1,3,2015,09mar2015
,Busia,0,,,,,0,,,,,,,1,3,2015,09mar2015
,Busia,1,1,,,,1,,3,3,10,25,1,1,3,2015,09mar2015
,Busia,0,0,,,,,,,,,,,1,3,2015,09mar2015
,Busia,0,0,,,,,,,,,,,1,3,2015,09mar2015
,Busia,0,,1,,,0,,,,,,,1,3,2015,09mar2015
,Busia,0,0,,,,,,,,,,,1,3,2015,09mar2015
,Busia,0,,1,,,0,,,,,,,1,3,2015,09mar2015
,Busia,1,,,,,1,,3,3,,50,1,1,3,2015,09mar2015
,Busia,0,,,,,0,,,,,,,1,3,2015,11mar2015
,Busia,0,0,,,,,,,,,,,1,3,2015,11mar2015
,Busia,1,,1,,,1,,3,3,,35,1,1,3,2015,10mar2015
,Busia,0,,1,,,0,,,,,,,1,3,2015,10mar2015
,Busia,0,,,,,1,,3,3,,2,,1,3,2015,10mar2015
,Busia,1,,1,,,1,,3,3,,20,1,1,3,2015,10mar2015
,Busia,0,,,,,0,,,,,,,1,3,2015,10mar2015
,Busia,1,,,,,1,,3,3,,38,1,1,9,2014,03-Sep-14
,Busia,0,,1,,,1,,3,3,,9,,1,9,2014,03-Sep-14
,Busia,0,0,,,,,,,,,,,1,3,2015,11mar2015
,Busia,1,,,,,1,,3,3,,45,1,1,9,2014,03-Sep-14
,Busia,0,0,,,,,,,,,,,1,3,2015,11mar2015
,Busia,0,,,,,1,,2,3,,3,,1,3,2015,11mar2015
,Busia,0,,,,,0,,,,,,,1,3,2015,11mar2015
,Busia,1,,1,,,1,,3,3,,10,1,1,10,2014,01oct2014
,Busia,0,,,,,0,,,,,,,1,5,2015,21may2015
,Busia,0,,1,,,1,,3,3,10,6.333333333,,1,5,2015,21may2015
,Busia,0,,1,,,1,,3,3,11,4.166666667,,1,5,2015,21may2015
,Busia,0,,1,,,1,,3,1,,,,1,5,2015,21may2015
,Busia,1,,1,,,1,,3,3,,50,1,1,5,2015,21may2015
,Busia,1,,,,,1,,3,3,,15,1,1,5,2015,21may2015
,Busia,0,0,,,,,,,,,,,1,9,2014,02-Sep-14
,Busia,0,,1,,,1,,3,3,,9,,1,3,2015,10mar2015
,Busia,0,,,,,1,,3,3,8,,,1,9,2014,02-Sep-14
,Busia,1,,1,,,1,,3,3,,15,1,1,3,2015,10mar2015
,Busia,1,,1,,,1,,3,3,,15,1,1,9,2014,02-Sep-14
,Busia,0,,1,,,1,,3,3,,5,,1,3,2015,10mar2015
,Busia,1,,1,,,1,,3,3,,18,1,1,9,2014,02-Sep-14
,Busia,1,,1,,,1,,3,3,,12,1,1,3,2015,10mar2015
,Busia,1,,1,,,1,,3,3,,25,1,1,9,2014,02-Sep-14
,Busia,0,,1,,,1,,3,3,,5.25,,1,3,2015,12mar2015
,Busia,0,0,,,,,,,,,,,1,3,2015,12mar2015
,Busia,0,0,,,,,,,,,,,1,3,2015,12mar2015
,Busia,1,,1,,,1,,3,3,,20,1,1,3,2015,10mar2015
,Busia,1,,1,,,1,,3,3,,15,1,1,3,2015,12mar2015
,Busia,0,0,,,,,,,,,,,1,10,2014,01oct2014
,Busia,0,,1,,,1,,3,3,,9,,1,5,2015,21may2015
,Busia,0,,,,,1,,3,3,,6,,1,5,2015,21may2015
,Busia,0,,1,,,1,,2,3,,6,,1,5,2015,21may2015
,Busia,0,,,,,1,,3,3,,7,,1,5,2015,21may2015
,Busia,0,,,,,0,,,,,,,1,5,2015,21may2015
,Busia,0,,1,,,1,,3,3,,7,,1,5,2015,21may2015
,Busia,0,,,,,0,,,,,,,1,5,2015,21may2015
,Busia,0,,1,,,1,,3,2,,7.75,,1,9,2014,02-Sep-14
,Busia,0,0,,,,,,,,,,,1,3,2015,04mar2015
,Busia,0,,1,,,1,,3,3,7,,,1,9,2014,02-Sep-14
,Busia,1,,,,,1,,2,3,,35,1,1,3,2015,04mar2015
,Busia,1,,,,,1,,3,3,,40,1,1,9,2014,02-Sep-14
,Busia,0,,1,,,0,,,,,,,1,2,2015,27-Feb-15
,Busia,1,,,,,1,,3,3,,15,1,1,9,2014,02-Sep-14
,Busia,1,,1,,,1,,3,3,,35,1,1,2,2015,27-Feb-15
,Busia,0,,1,,,1,,3,3,,6,,1,9,2014,02-Sep-14
,Busia,0,1,1,,,0,,,,,,,1,2,2015,27-Feb-15
,Busia,0,1,,,,0,,,,,,,1,2,2015,27-Feb-15
,Busia,0,,1,,,0,,,,,,,1,3,2015,04mar2015
,Busia,0,,1,,,0,,,,,,,1,3,2015,04mar2015
,Busia,0,0,,,,,,,,,,,1,5,2015,25may2015
,Busia,0,,,,,1,,1,3,,,,1,2,2015,25-Feb-15
,Busia,0,0,,,,,,,,,,,1,2,2015,25-Feb-15
,Busia,0,,,,,1,,1,3,,,,1,2,2015,25-Feb-15
,Busia,0,,,,,0,,,,,,,1,2,2015,25-Feb-15
,Busia,0,0,,,,,,,,,,,1,2,2015,25-Feb-15
,Busia,0,,,,,1,,2,3,,1,,1,2,2015,25-Feb-15
,Busia,1,,,,,1,,3,3,,125,1,1,9,2014,03-Sep-14
,Busia,1,,1,,,1,,2,3,,11.5,1,1,2,2015,24-Feb-15
,Busia,1,,1,,,1,,3,3,,10,1,1,9,2014,03-Sep-14
,Busia,1,,1,,,1,,2,3,,13,1,1,2,2015,24-Feb-15
,Busia,0,,1,,,1,,3,2,8,,,1,9,2014,03-Sep-14
,Busia,0,,1,,,1,,3,3,8,,,1,9,2014,03-Sep-14
,Busia,1,,1,,,1,,3,3,,14.5,1,1,9,2014,03-Sep-14
,Busia,1,,1,,,1,,3,3,,16,1,1,9,2014,03-Sep-14
,Busia,1,,1,,,1,,3,3,,26.25,1,1,10,2014,01oct2014
,Busia,0,0,,,,,,,,,,,1,5,2015,25may2015
,Busia,1,,1,,,1,,2,3,,32,1,1,3,2015,03mar2015
,Busia,0,0,,,,,,,,,,,1,3,2015,03mar2015
,Busia,1,,,,,1,,2,3,,14,1,1,3,2015,03mar2015
,Busia,0,,1,,,0,,,,,,,1,10,2014,01oct2014
,Busia,1,,,1,1,1,,3,3,,20,1,1,10,2014,01oct2014
,Busia,0,0,,,,,,,,,,,1,10,2014,01oct2014
,Busia,1,,1,,,1,,3,3,,17,1,1,10,2014,01oct2014
,Busia,1,,1,,,1,,2,3,,18,1,1,3,2015,06mar2015
,Busia,0,,1,,,0,,,,,,,1,3,2015,06mar2015
,Busia,1,,1,,,1,,2,3,,16.5,1,1,3,2015,06mar2015
,Busia,0,0,,,,,,,,,,,1,3,2015,06mar2015
,Busia,0,,1,,,1,,2,3,,2,,1,3,2015,06mar2015
,Busia,0,,,,,1,,3,3,,3,,1,3,2015,03mar2015
,Busia,0,0,,,,,,,,,,,1,5,2015,25may2015
,Busia,0,0,,,,,,,,,,,1,3,2015,06mar2015
,Busia,1,,,,,1,,2,3,,14,1,1,3,2015,06mar2015
,Busia,0,,,,,0,,,,,,,1,3,2015,06mar2015
,Busia,1,,,,,1,,2,3,,14.75,1,1,5,2015,25may2015
,Busia,0,0,,,,,,,,,,,1,5,2015,25may2015
,Busia,0,0,,,,,,,,,,,1,5,2015,25may2015
,Busia,1,,,,,1,,2,3,,14,1,1,3,2015,07mar2015
,Busia,0,0,,,,,,,,,,,1,3,2015,07mar2015
,Busia,0,,,,,1,,2,3,,3,,1,3,2015,07mar2015
,Busia,0,0,,,,,,,,,,,1,3,2015,08mar2015
,Busia,0,0,,,,,,,,,,,1,3,2015,08mar2015
,Busia,0,0,,,,,,,,,,,1,3,2015,08mar2015
,Busia,1,,1,,,1,,3,3,11,16.25,1,1,5,2015,21may2015
,Busia,1,,,,,1,,3,3,,36.25,1,1,5,2015,21may2015
,Busia,1,,,,,1,,3,3,,12,1,1,5,2015,21may2015
,Busia,0,0,,,,,,,,,,,1,3,2015,04mar2015
,Busia,0,,1,,,0,,,,,,,1,3,2015,04mar2015
,Busia,0,0,,,,,,,,,,,1,3,2015,04mar2015
,Busia,1,,,,,1,,2,3,,11.25,1,1,3,2015,04mar2015
,Busia,0,0,,,,,,,,,,,1,3,2015,04mar2015
,Busia,0,0,,,,,,,,,,,1,3,2015,04mar2015
,Busia,0,,,,,0,,,,,,,1,3,2015,04mar2015
,Busia,0,,,,,0,,,,,,,1,3,2015,04mar2015
,Busia,0,,1,,,0,,,,,,,1,3,2015,04mar2015
,Busia,0,0,,,,,,,,,,,1,5,2015,25may2015
,Busia,0,,,0,,0,,,,,,,1,5,2015,25may2015
,Busia,0,0,,,,,,,,,,,1,5,2015,25may2015
,Busia,0,1,,1,0,,,,,,,,1,5,2015,25may2015
,Busia,0,0,,,,,,,,,,,1,5,2015,25may2015
,Busia,1,,1,,,1,,2,3,,19.5,1,1,3,2015,03mar2015
,Busia,1,,1,,,1,,2,3,,11.25,1,1,3,2015,03mar2015
,Busia,0,,1,,,1,,2,3,,3.5,,1,3,2015,03mar2015
,Busia,0,0,,,,,,,,,,,1,3,2015,03mar2015
,Busia,0,0,,,,,,,,,,,1,3,2015,03mar2015
,Busia,1,,,,,1,,2,3,,16.25,1,1,3,2015,03mar2015
,Busia,0,0,,,,,,,,,,,1,5,2015,25may2015
,Busia,0,0,,,,,,,,,,,1,5,2015,25may2015
,Busia,0,0,,,,,,,,,,,1,5,2015,25may2015
,Busia,1,,1,,,1,,3,3,,32.5,1,1,2,2015,24-Feb-15
,Busia,1,,,,,1,,3,3,,13,1,1,2,2015,24-Feb-15
,Busia,0,0,,,,,,,,,,,1,2,2015,24-Feb-15
,Busia,0,,,,,1,,2,3,,2.25,,1,2,2015,24-Feb-15
,Busia,0,,,,,1,,2,3,,2,,1,2,2015,24-Feb-15
,Busia,0,,,,,0,,,,,,,1,5,2015,21may2015
,Busia,0,,1,,,0,,,,,,,1,5,2015,21may2015
,Busia,1,,1,,,1,,3,3,,20,1,1,5,2015,21may2015
,Busia,1,,1,,,1,,3,3,,10,1,1,5,2015,21may2015
,Busia,0,,1,,,0,,,,,,,1,2,2015,23-Feb-15
,Busia,0,,,,,1,,3,1,,,,1,2,2015,23-Feb-15
,Busia,0,0,,,,,,,,,,,1,2,2015,23-Feb-15
,Busia,0,,1,,,0,,,,,,,1,2,2015,23-Feb-15
,Busia,0,,1,,,1,,1,3,,,,1,2,2015,23-Feb-15
,Busia,0,,1,,,1,,1,3,,,,1,2,2015,23-Feb-15
,Busia,1,,1,,,1,,3,3,,35,1,1,2,2015,23-Feb-15
,Busia,0,1,1,,,0,,,,,,,1,2,2015,23-Feb-15
,Busia,0,,1,,,0,,,,,,,1,2,2015,23-Feb-15
,Busia,1,,,,,1,,3,3,,12,1,1,5,2015,21may2015
,Busia,1,,1,,,1,,3,3,,12,1,1,5,2015,21may2015
,Busia,0,,1,,,0,,,,,,,1,5,2015,21may2015
,Busia,0,,1,,,1,,3,3,,8,,1,5,2015,21may2015
,Busia,1,,,,,1,,3,3,,38.75,1,1,2,2015,26-Feb-15
,Busia,0,,,,,1,,2,3,,2,,1,2,2015,26-Feb-15
,Busia,0,0,,,,,,,,,,,1,2,2015,26-Feb-15
,Busia,0,,,,,0,,,,,,,1,2,2015,26-Feb-15
,Busia,1,,1,,,1,,3,3,,10.5,1,1,5,2015,21may2015
,Busia,0,,1,,,0,,,,,,,1,5,2015,21may2015
,Busia,0,,,,,0,,,,,,,1,5,2015,21may2015
,Busia,1,,1,,,1,,3,3,,10,1,1,5,2015,21may2015
,Busia,1,,1,,,1,,2,3,,30,1,1,2,2015,26-Feb-15
,Busia,0,,,,,1,,3,3,,3,,1,2,2015,26-Feb-15
,Busia,1,,1,,,1,,3,3,,16.25,1,1,2,2015,26-Feb-15
,Busia,0,,,,,1,,2,3,,3.5,,1,2,2015,26-Feb-15
,Busia,0,,,,,0,,,,,,,1,2,2015,26-Feb-15
,Busia,0,,1,,,1,,2,3,,3,,1,2,2015,26-Feb-15
,Busia,0,0,,,,,,,,,,,1,2,2015,26-Feb-15
,Busia,1,,1,,,1,,3,3,,10,1,1,5,2015,21may2015
,Busia,1,,1,,,1,,3,3,,10,1,1,5,2015,21may2015
,Busia,0,,1,,,0,,,,,,,1,3,2015,02mar2015
,Busia,0,,1,,,1,,1,3,,,,1,3,2015,02mar2015
,Busia,0,0,,,,,,,,,,,1,3,2015,02mar2015
,Busia,0,,1,,,1,,1,3,,,,1,3,2015,02mar2015
,Busia,1,,1,,,1,,2,3,,14.75,1,1,3,2015,02mar2015
,Busia,0,,1,,,0,,,,,,,1,5,2015,21may2015
,Busia,1,,1,,,1,,3,3,,22.5,1,1,5,2015,21may2015
,Busia,1,,1,,,1,,3,3,,12.5,1,1,5,2015,21may2015
,Busia,0,,1,,,1,,1,2,,,,1,2,2015,28-Feb-15
,Busia,0,0,,,,,,,,,,,1,2,2015,28-Feb-15
,Busia,1,,1,,,1,,3,3,,18,1,1,2,2015,28-Feb-15
,Busia,0,,,,,0,,,,,,,1,3,2015,01mar2015
,Busia,0,,1,,,0,,,,,,,1,3,2015,01mar2015
,Busia,0,0,,,,,,,,,,,1,2,2015,28-Feb-15
,Busia,0,0,,,,,,,,,,,1,2,2015,28-Feb-15
,Busia,1,,1,,,1,,3,3,,30,1,1,5,2015,21may2015
,Busia,0,,1,,,0,,,,,,,1,2,2015,28-Feb-15
,Busia,1,,1,,,1,,2,3,,27.5,1,1,2,2015,27-Feb-15
,Busia,0,0,,,,,,,,,,,1,2,2015,27-Feb-15
,Busia,0,,,,,0,,,,,,,1,2,2015,28-Feb-15
,Busia,0,,1,,,1,,2,3,,3.75,,1,2,2015,28-Feb-15
,Busia,0,0,,,,,,,,,,,1,2,2015,27-Feb-15
,Busia,0,,,,,1,,1,3,,,,1,2,2015,27-Feb-15
,Busia,0,,,,,0,,,,,,,1,2,2015,27-Feb-15
,Busia,0,1,,,,1,,1,3,,,,1,2,2015,27-Feb-15
,Busia,1,,1,,,1,,3,3,,21,1,1,5,2015,19may2015
,Busia,0,0,,,,,,,,,,,1,3,2015,11mar2015
,Busia,0,,,,,0,,,,,,,1,3,2015,09mar2015
,Busia,0,0,,,,,,,,,,,1,3,2015,11mar2015
,Busia,1,,,,,1,,2,3,,18.25,1,1,3,2015,09mar2015
,Busia,1,,1,,,1,,2,3,,22.5,1,1,2,2015,25-Feb-15
,Busia,1,,,,,1,,3,3,,28,1,1,2,2015,25-Feb-15
,Busia,1,,,,,1,,3,3,,19.5,1,1,2,2015,25-Feb-15
,Busia,0,,0,,,,,,,,,,1,2,2015,25-Feb-15
,Busia,0,,1,,,1,,3,3,,5,,1,5,2015,21may2015
,Busia,1,,1,,,1,,3,3,,12.75,1,1,5,2015,21may2015
,Busia,0,,,,,1,,3,3,,1,,1,5,2015,21may2015
,Busia,1,,1,,,1,,3,3,,25.5,1,1,3,2015,02mar2015
,Busia,0,0,,,,,,,,,,,1,3,2015,02mar2015
,Busia,0,0,,,,,,,,,,,1,3,2015,02mar2015
,Busia,0,0,,,,,,,,,,,1,3,2015,02mar2015
,Busia,0,,,,,1,,2,3,,3.5,,1,3,2015,02mar2015
,Busia,0,,,,,1,,2,3,,1.5,,1,5,2015,25may2015
,Busia,0,,1,,,0,,,,,,,1,5,2015,19may2015
,Busia,1,,1,,,1,,3,3,,30,1,1,3,2015,11mar2015
,Busia,1,,,,,1,,2,3,,22.5,1,1,3,2015,03mar2015
,Busia,0,0,,,,,,,,,,,1,3,2015,03mar2015
,Busia,0,,1,,,1,,3,3,,5.75,,1,3,2015,03mar2015
,Busia,1,,,,,1,,2,3,,15.25,1,1,3,2015,03mar2015
,Busia,1,,1,,,1,,2,3,,10.5,1,1,3,2015,03mar2015
,Busia,1,,1,,,1,,2,3,,12.75,1,1,3,2015,03mar2015
,Busia,0,,1,,,0,,,,,,,1,2,2015,25-Feb-15
,Busia,1,,1,,,1,,2,3,,28.5,1,1,2,2015,26-Feb-15
,Busia,1,,1,,,1,,3,2,,32.5,1,1,2,2015,25-Feb-15
,Busia,1,,,,,1,,2,3,,11,1,1,2,2015,26-Feb-15
,Busia,1,,1,,,1,,3,2,,37.5,1,1,2,2015,25-Feb-15
,Busia,1,,1,,,1,,2,3,,11.5,1,1,2,2015,26-Feb-15
,Busia,1,,,,,1,,2,3,,13,1,1,2,2015,26-Feb-15
,Busia,1,,,,,1,,3,3,,12.75,1,1,2,2015,26-Feb-15
,Busia,0,,,,,1,,2,3,,9.75,,1,2,2015,26-Feb-15
,Busia,0,,1,,,1,,3,3,,7,,1,2,2015,26-Feb-15
,Busia,1,,,,,1,,3,3,,17.25,1,1,2,2015,26-Feb-15
,Busia,0,,1,,,1,,3,3,,3.5,,1,2,2015,26-Feb-15
,Busia,0,,1,,,1,,3,3,,7.25,,1,2,2015,26-Feb-15
,Busia,0,,,,,1,,3,3,,2.5,,1,3,2015,03mar2015
,Busia,1,,,0,,1,,3,3,,35,1,1,3,2015,03mar2015
,Busia,1,,1,,,1,,3,3,,42.5,1,1,5,2015,20may2015
,Busia,1,,1,,,1,,3,3,,30,1,1,5,2015,20may2015
,Busia,1,,,1,1,1,,3,2,,16.25,1,1,2,2015,25-Feb-15
,Busia,0,0,,,,,,,,,,,1,2,2015,28-Feb-15
,Busia,0,,1,,,0,,,,,,,1,2,2015,25-Feb-15
,Busia,0,,,,,1,,3,3,,9,,1,2,2015,28-Feb-15
,Busia,0,,1,,,0,,,,,,,1,2,2015,25-Feb-15
,Busia,0,,,,,0,,,,,,,1,2,2015,28-Feb-15
,Busia,0,0,,,,,,,,,,,1,2,2015,28-Feb-15
,Busia,0,0,,,,,,,,,,,1,2,2015,28-Feb-15
,Busia,1,,,,,1,,2,3,,18.75,1,1,2,2015,28-Feb-15
,Busia,1,,1,,,1,,3,3,,16.5,1,1,2,2015,28-Feb-15
,Busia,1,,,,,1,,2,3,,21.25,1,1,2,2015,28-Feb-15
,Busia,1,,1,,,1,,2,3,,18.25,1,1,2,2015,28-Feb-15
,Busia,0,,,,,0,,,,,,,1,2,2015,28-Feb-15
,Busia,1,,1,,,1,,2,3,,13,1,1,2,2015,28-Feb-15
,Busia,0,0,,,,,,,,,,,1,2,2015,24-Feb-15
,Busia,1,,,,,1,,2,3,,19.5,1,1,2,2015,24-Feb-15
,Busia,0,0,,,,,,,,,,,1,2,2015,24-Feb-15
,Busia,1,,1,,,1,,3,3,,11,1,1,2,2015,24-Feb-15
,Busia,1,,1,,,1,,3,2,,45,1,1,2,2015,24-Feb-15
,Busia,1,,1,,,1,,3,3,,15.75,1,1,2,2015,24-Feb-15
,Busia,0,0,,,,,,,,,,,1,2,2015,24-Feb-15
,Busia,0,0,,,,,,,,,,,1,2,2015,24-Feb-15
,Busia,1,,,,,1,,3,3,,15,1,1,2,2015,24-Feb-15
,Busia,0,0,,,,,,,,,,,1,2,2015,24-Feb-15
,Busia,0,,1,,,1,,2,3,,6.75,,1,2,2015,24-Feb-15
,Busia,0,0,,,,,,,,,,,1,2,2015,24-Feb-15
,Busia,1,,1,,,1,,3,3,,15,1,1,5,2015,20may2015
,Busia,0,,1,,,0,,,,,,,1,2,2015,24-Feb-15
,Busia,1,,,,,1,,2,3,,31.25,1,1,3,2015,02mar2015
,Busia,0,0,,,,,,,,,,,1,2,2015,24-Feb-15
,Busia,0,0,,,,,,,,,,,1,3,2015,02mar2015
,Busia,0,0,,,,,,,,,,,1,2,2015,24-Feb-15
,Busia,1,,1,,,1,,2,3,,33.5,1,1,3,2015,02mar2015
,Busia,0,,,,,0,,,,,,,1,3,2015,02mar2015
,Busia,1,,,,,1,,2,3,,21.25,1,1,3,2015,02mar2015
,Busia,1,,1,,,1,,3,3,,20.25,1,1,3,2015,02mar2015
,Busia,1,,1,,,1,,3,3,,20.25,1,1,3,2015,02mar2015
,Busia,0,,1,,,1,,2,3,,9.5,,1,3,2015,02mar2015
,Busia,1,,1,,,1,,3,3,,50,1,1,5,2015,20may2015
,Busia,1,,,1,1,1,,3,3,,20,1,1,5,2015,20may2015
,Busia,1,,1,,,1,,3,3,,16.25,1,1,5,2015,20may2015
,Busia,1,,1,,,1,,3,3,,16.25,1,1,5,2015,20may2015
,Busia,0,,,,,1,,3,3,,3,,1,5,2015,20may2015
,Busia,1,,1,,,1,,2,3,,42.5,1,1,2,2015,24-Feb-15
,Busia,1,,1,,,1,,2,3,,17.5,1,1,3,2015,04mar2015
,Busia,1,,1,,,1,,3,3,,12.75,1,1,2,2015,24-Feb-15
,Busia,1,,1,,,1,,2,3,,16.25,1,1,3,2015,04mar2015
,Busia,0,0,,,,,,,,,,,1,2,2015,24-Feb-15
,Busia,0,0,,,,,,,,,,,1,3,2015,04mar2015
,Busia,0,,1,,,0,,,,,,,1,2,2015,24-Feb-15
,Busia,1,,,,,1,,2,3,,22.5,1,1,3,2015,04mar2015
,Busia,0,0,,,,,,,,,,,1,2,2015,24-Feb-15
,Busia,0,0,,,,,,,,,,,1,3,2015,04mar2015
,Busia,0,,1,,,0,,,,,,,1,3,2015,04mar2015
,Busia,1,,1,,,1,,2,3,,22.5,1,1,3,2015,04mar2015
,Busia,1,,1,,,1,,3,3,,55,1,1,2,2015,24-Feb-15
,Busia,1,,,,,1,,2,3,,35,1,1,2,2015,25-Feb-15
,Busia,1,,,,,1,,3,3,,12,1,1,2,2015,25-Feb-15
,Busia,1,,,,,1,,3,3,,16.25,1,1,2,2015,25-Feb-15
,Busia,1,,1,,,1,,3,2,,11.25,1,1,2,2015,25-Feb-15
,Busia,1,,1,,,1,,2,3,,12,1,1,2,2015,26-Feb-15
,Busia,0,0,,,,,,,,,,,1,2,2015,25-Feb-15
,Busia,0,,,,,1,,3,3,,9,,1,2,2015,25-Feb-15
,Busia,0,,,,,0,,,,,,,1,2,2015,25-Feb-15
,Busia,1,,1,,,1,,3,3,,12.75,1,1,2,2015,25-Feb-15
,Busia,0,,1,,,1,,3,3,,7,,1,2,2015,26-Feb-15
,Busia,0,0,,,,,,,,,,,1,2,2015,26-Feb-15
