id,cem301_attendees_total,cem009_country,month,year,country,cem005_today
,16,1,9,2013,1,24-Sep-13
,23,1,9,2013,1,19-Sep-13
,14,1,9,2013,1,19-Sep-13
,9,1,9,2013,1,27-Sep-13
,15,1,9,2013,1,24-Sep-13
,26,1,9,2013,1,25-Sep-13
,28,1,9,2013,1,25-Sep-13
,17,1,9,2013,1,27-Sep-13
,13,1,9,2013,1,24-Sep-13
,40,1,9,2013,1,20-Sep-13
,27,1,9,2013,1,22-Sep-13
,44,1,9,2013,1,19-Sep-13
,16,1,9,2013,1,19-Sep-13
,18,1,9,2013,1,21-Sep-13
,44,1,9,2013,1,21-Sep-13
,27,1,9,2013,1,25-Sep-13
,12,1,9,2013,1,27-Sep-13
,22,1,9,2013,1,26-Sep-13
,14,1,9,2013,1,26-Sep-13
,23,1,9,2013,1,27-Sep-13
,13,1,9,2013,1,26-Sep-13
,16,1,9,2013,1,25-Sep-13
,28,1,9,2013,1,25-Sep-13
,14,1,9,2013,1,25-Sep-13
,35,1,9,2013,1,25-Sep-13
,18,1,9,2013,1,25-Sep-13
,45,1,9,2013,1,25-Sep-13
,18,1,9,2013,1,23-Sep-13
,17,1,9,2013,1,23-Sep-13
,23,1,9,2013,1,23-Sep-13
,22,1,9,2013,1,23-Sep-13
,26,1,9,2013,1,26-Sep-13
,32,1,9,2013,1,26-Sep-13
,28,1,9,2013,1,26-Sep-13
,24,1,9,2013,1,26-Sep-13
,45,1,9,2013,1,26-Sep-13
,10,1,9,2013,1,25-Sep-13
,13,1,9,2013,1,25-Sep-13
,22,1,9,2013,1,27-Sep-13
,22,1,9,2013,1,28-Sep-13
,21,1,9,2013,1,24-Sep-13
,25,1,9,2013,1,26-Sep-13
,25,1,9,2013,1,26-Sep-13
,136,1,9,2013,1,21-Sep-13
,21,1,9,2013,1,22-Sep-13
,22,1,9,2013,1,24-Sep-13
,38,1,9,2013,1,21-Sep-13
,23,1,9,2013,1,24-Sep-13
,49,1,9,2013,1,21-Sep-13
,19,1,9,2013,1,24-Sep-13
,23,1,9,2013,1,21-Sep-13
,24,1,9,2013,1,24-Sep-13
,24,1,9,2013,1,21-Sep-13
,29,1,9,2013,1,25-Sep-13
,30,1,9,2013,1,23-Sep-13
,19,1,9,2013,1,23-Sep-13
,13,1,9,2013,1,25-Sep-13
,16,1,9,2013,1,25-Sep-13
,27,1,9,2013,1,24-Sep-13
,25,1,9,2013,1,24-Sep-13
,32,1,9,2013,1,25-Sep-13
,20,1,10,2013,1,11oct2013
,16,1,10,2013,1,01oct2013
,80,1,10,2013,1,01oct2013
,15,1,9,2013,1,25-Sep-13
,22,1,9,2013,1,27-Sep-13
,22,1,9,2013,1,27-Sep-13
,19,1,9,2013,1,23-Sep-13
,41,1,9,2013,1,27-Sep-13
,24,1,9,2013,1,27-Sep-13
,22,1,10,2013,1,01oct2013
,16,1,10,2013,1,01oct2013
,16,1,10,2013,1,07oct2013
,18,1,9,2013,1,27-Sep-13
,21,1,9,2013,1,27-Sep-13
,25,1,10,2013,1,04oct2013
,29,1,9,2013,1,28-Sep-13
,25,1,9,2013,1,28-Sep-13
,22,1,10,2013,1,01oct2013
,19,1,9,2013,1,28-Sep-13
,24,1,9,2013,1,28-Sep-13
,22,1,10,2013,1,01oct2013
,25,1,9,2013,1,26-Sep-13
,89,1,9,2013,1,26-Sep-13
,20,1,9,2013,1,26-Sep-13
,19,1,9,2013,1,26-Sep-13
,15,1,9,2013,1,25-Sep-13
,19,1,9,2013,1,25-Sep-13
,15,1,9,2013,1,26-Sep-13
,17,1,9,2013,1,23-Sep-13
,12,1,9,2013,1,23-Sep-13
,15,1,9,2013,1,23-Sep-13
,19,1,9,2013,1,23-Sep-13
,15,1,9,2013,1,25-Sep-13
,23,1,9,2013,1,25-Sep-13
,15,1,9,2013,1,25-Sep-13
,26,1,9,2013,1,26-Sep-13
,27,1,9,2013,1,24-Sep-13
,19,1,9,2013,1,24-Sep-13
,27,1,9,2013,1,24-Sep-13
,16,1,9,2013,1,23-Sep-13
,18,1,9,2013,1,18-Sep-13
,18,1,9,2013,1,17-Sep-13
,32,1,9,2013,1,18-Sep-13
,22,1,9,2013,1,23-Sep-13
,31,1,9,2013,1,18-Sep-13
,52,1,9,2013,1,18-Sep-13
,12,1,9,2013,1,18-Sep-13
,12,1,9,2013,1,23-Sep-13
,56,1,9,2013,1,18-Sep-13
,17,1,9,2013,1,18-Sep-13
,30,1,9,2013,1,19-Sep-13
,50,1,9,2013,1,18-Sep-13
,26,1,9,2013,1,24-Sep-13
,20,1,9,2013,1,27-Sep-13
,17,1,9,2013,1,26-Sep-13
,16,1,9,2013,1,26-Sep-13
,15,1,9,2013,1,27-Sep-13
,22,1,9,2013,1,25-Sep-13
,13,1,9,2013,1,27-Sep-13
,14,1,9,2013,1,30-Sep-13
,24,1,9,2013,1,23-Sep-13
,21,1,9,2013,1,23-Sep-13
,18,1,9,2013,1,24-Sep-13
,33,1,9,2013,1,26-Sep-13
,25,1,10,2013,1,04oct2013
,19,1,9,2013,1,25-Sep-13
,14,1,9,2013,1,25-Sep-13
,24,1,9,2013,1,27-Sep-13
,21,1,10,2013,1,01oct2013
,16,1,10,2013,1,01oct2013
,23,1,9,2013,1,23-Sep-13
,23,1,9,2013,1,24-Sep-13
,16,1,9,2013,1,23-Sep-13
,17,1,9,2013,1,26-Sep-13
,20,1,9,2013,1,26-Sep-13
,17,1,9,2013,1,27-Sep-13
,16,1,9,2013,1,26-Sep-13
,26,1,9,2013,1,26-Sep-13
,15,1,9,2013,1,24-Sep-13
,15,1,9,2013,1,24-Sep-13
,10,1,9,2013,1,24-Sep-13
,16,1,10,2013,1,02oct2013
,15,1,9,2013,1,24-Sep-13
,16,1,9,2013,1,24-Sep-13
,21,1,9,2013,1,23-Sep-13
,31,1,9,2013,1,25-Sep-13
,28,1,9,2013,1,27-Sep-13
,25,1,10,2013,1,01oct2013
,19,1,9,2013,1,27-Sep-13
,13,1,9,2013,1,27-Sep-13
,11,1,10,2013,1,02oct2013
,19,1,9,2013,1,27-Sep-13
,25,1,9,2013,1,27-Sep-13
,23,1,9,2013,1,27-Sep-13
,17,1,9,2013,1,26-Sep-13
,16,1,9,2013,1,26-Sep-13
,22,1,9,2013,1,26-Sep-13
,12,1,9,2013,1,26-Sep-13
,14,1,9,2013,1,27-Sep-13
,18,1,9,2013,1,26-Sep-13
,22,1,10,2013,1,11oct2013
,12,1,9,2013,1,28-Sep-13
,14,1,9,2013,1,26-Sep-13
,19,1,10,2013,1,01oct2013
,33,1,9,2013,1,28-Sep-13
,16,1,9,2013,1,28-Sep-13
,23,1,9,2013,1,26-Sep-13
,22,1,10,2013,1,10oct2013
,18,1,9,2013,1,11-Sep-13
,38,1,9,2013,1,12-Sep-13
,31,1,9,2013,1,12-Sep-13
,36,1,9,2013,1,12-Sep-13
,28,1,9,2013,1,12-Sep-13
,27,1,9,2013,1,12-Sep-13
,21,1,10,2013,1,13oct2013
,26,1,9,2013,1,11-Sep-13
,16,1,9,2013,1,11-Sep-13
,20,1,9,2013,1,11-Sep-13
,19,1,9,2013,1,12-Sep-13
,24,1,9,2013,1,12-Sep-13
,26,1,9,2013,1,11-Sep-13
,23,1,9,2013,1,11-Sep-13
,24,1,9,2013,1,12-Sep-13
,21,1,9,2013,1,11-Sep-13
,12,1,9,2013,1,11-Sep-13
,32,1,9,2013,1,12-Sep-13
,28,1,9,2013,1,12-Sep-13
,27,1,9,2013,1,16-Sep-13
,16,1,9,2013,1,13-Sep-13
,24,1,9,2013,1,12-Sep-13
,21,1,9,2013,1,12-Sep-13
,20,1,9,2013,1,14-Sep-13
,18,1,9,2013,1,14-Sep-13
,19,1,9,2013,1,13-Sep-13
,28,1,9,2013,1,12-Sep-13
,20,1,9,2013,1,13-Sep-13
,34,1,9,2013,1,13-Sep-13
,17,1,9,2013,1,15-Sep-13
,12,1,9,2013,1,15-Sep-13
,22,1,9,2013,1,13-Sep-13
,21,1,9,2013,1,13-Sep-13
,19,1,9,2013,1,14-Sep-13
,14,1,9,2013,1,13-Sep-13
,81,1,9,2013,1,14-Sep-13
,13,1,9,2013,1,14-Sep-13
,21,1,9,2013,1,13-Sep-13
,28,1,9,2013,1,11-Sep-13
,24,1,9,2013,1,11-Sep-13
,17,1,9,2013,1,14-Sep-13
,23,1,9,2013,1,14-Sep-13
,17,1,10,2013,1,11oct2013
,13,1,9,2013,1,11-Sep-13
,32,1,9,2013,1,11-Sep-13
,62,1,9,2013,1,11-Sep-13
,78,1,9,2013,1,11-Sep-13
,22,1,9,2013,1,14-Sep-13
,41,1,9,2013,1,11-Sep-13
,16,1,9,2013,1,11-Sep-13
,32,1,9,2013,1,13-Sep-13
,13,1,9,2013,1,13-Sep-13
,38,1,9,2013,1,13-Sep-13
,28,1,9,2013,1,11-Sep-13
,27,1,9,2013,1,11-Sep-13
,16,1,9,2013,1,13-Sep-13
,44,1,9,2013,1,13-Sep-13
,17,1,9,2013,1,13-Sep-13
,42,1,9,2013,1,11-Sep-13
,17,1,10,2013,1,10oct2013
,23,1,9,2013,1,13-Sep-13
,31,1,9,2013,1,11-Sep-13
,18,1,10,2013,1,02oct2013
,35,1,9,2013,1,11-Sep-13
,18,1,10,2013,1,02oct2013
,62,1,9,2013,1,13-Sep-13
,23,1,10,2013,1,03oct2013
,29,1,10,2013,1,03oct2013
,30,1,10,2013,1,03oct2013
,28,1,10,2013,1,03oct2013
,51,1,10,2013,1,04oct2013
,49,1,10,2013,1,04oct2013
,30,1,10,2013,1,02oct2013
,17,1,10,2013,1,02oct2013
,40,1,10,2013,1,07oct2013
,19,1,10,2013,1,07oct2013
,11,1,10,2013,1,03oct2013
,23,1,9,2013,1,20-Sep-13
,38,1,9,2013,1,28-Sep-13
,31,1,10,2013,1,04oct2013
,18,1,9,2013,1,20-Sep-13
,21,1,9,2013,1,22-Sep-13
,23,1,9,2013,1,19-Sep-13
,32,1,9,2013,1,21-Sep-13
,16,1,10,2013,1,08oct2013
,19,1,9,2013,1,28-Sep-13
,19,1,10,2013,1,10oct2013
,17,1,9,2013,1,27-Sep-13
,19,1,9,2013,1,26-Sep-13
,21,1,10,2013,1,14oct2013
,19,1,10,2013,1,01oct2013
,23,1,8,2013,1,16-Aug-13
,27,1,8,2013,1,16-Aug-13
,30,1,8,2013,1,16-Aug-13
,35,1,8,2013,1,16-Aug-13
,15,1,8,2013,1,16-Aug-13
,26,1,8,2013,1,20-Aug-13
,25,1,8,2013,1,21-Aug-13
,19,1,8,2013,1,21-Aug-13
,20,1,8,2013,1,21-Aug-13
,18,1,8,2013,1,21-Aug-13
,31,1,8,2013,1,21-Aug-13
,21,1,8,2013,1,17-Aug-13
,21,1,8,2013,1,17-Aug-13
,24,1,8,2013,1,23-Aug-13
,19,1,8,2013,1,17-Aug-13
,29,1,8,2013,1,17-Aug-13
,22,1,8,2013,1,17-Aug-13
,18,1,8,2013,1,17-Aug-13
,23,1,8,2013,1,17-Aug-13
,19,1,8,2013,1,17-Aug-13
,16,1,8,2013,1,17-Aug-13
,20,1,8,2013,1,17-Aug-13
,17,1,8,2013,1,17-Aug-13
,15,1,8,2013,1,17-Aug-13
,20,1,8,2013,1,21-Aug-13
,21,1,8,2013,1,17-Aug-13
,12,1,8,2013,1,17-Aug-13
,40,1,8,2013,1,17-Aug-13
,30,1,8,2013,1,17-Aug-13
,28,1,8,2013,1,19-Aug-13
,36,1,8,2013,1,19-Aug-13
,40,1,8,2013,1,19-Aug-13
,11,1,10,2013,1,31oct2013
,26,1,8,2013,1,19-Aug-13
,15,1,8,2013,1,19-Aug-13
,17,1,8,2013,1,19-Aug-13
,10,1,8,2013,1,19-Aug-13
,25,1,8,2013,1,16-Aug-13
,28,1,8,2013,1,22-Aug-13
,32,1,8,2013,1,19-Aug-13
,31,1,8,2013,1,19-Aug-13
,22,1,8,2013,1,19-Aug-13
,19,1,10,2013,1,28oct2013
,20,1,8,2013,1,20-Aug-13
,34,1,8,2013,1,17-Aug-13
,24,1,8,2013,1,21-Aug-13
,28,1,10,2013,1,18oct2013
,26,1,8,2013,1,19-Aug-13
,23,1,8,2013,1,19-Aug-13
,23,1,8,2013,1,19-Aug-13
,15,1,8,2013,1,19-Aug-13
,17,1,8,2013,1,20-Aug-13
,12,1,8,2013,1,20-Aug-13
,30,1,8,2013,1,20-Aug-13
,25,1,8,2013,1,20-Aug-13
,34,1,8,2013,1,20-Aug-13
,35,1,8,2013,1,20-Aug-13
,27,1,8,2013,1,20-Aug-13
,19,1,8,2013,1,20-Aug-13
,46,1,8,2013,1,20-Aug-13
,23,1,8,2013,1,20-Aug-13
,18,1,8,2013,1,20-Aug-13
,35,1,8,2013,1,20-Aug-13
,31,1,8,2013,1,23-Aug-13
,17,1,10,2013,1,08oct2013
,23,1,8,2013,1,20-Aug-13
,18,1,8,2013,1,20-Aug-13
,27,1,8,2013,1,20-Aug-13
,21,1,10,2013,1,08oct2013
,17,1,8,2013,1,20-Aug-13
,25,1,8,2013,1,21-Aug-13
,52,1,8,2013,1,21-Aug-13
,26,1,8,2013,1,21-Aug-13
,40,1,8,2013,1,21-Aug-13
,19,1,8,2013,1,21-Aug-13
,20,1,8,2013,1,21-Aug-13
,48,1,8,2013,1,22-Aug-13
,26,1,8,2013,1,21-Aug-13
,23,1,8,2013,1,21-Aug-13
,27,1,8,2013,1,21-Aug-13
,29,1,8,2013,1,21-Aug-13
,36,1,8,2013,1,23-Aug-13
,35,1,8,2013,1,21-Aug-13
,29,1,8,2013,1,21-Aug-13
,45,1,8,2013,1,21-Aug-13
,45,1,8,2013,1,21-Aug-13
,34,1,8,2013,1,21-Aug-13
,26,1,8,2013,1,21-Aug-13
,21,1,8,2013,1,21-Aug-13
,16,1,8,2013,1,23-Aug-13
,41,1,8,2013,1,23-Aug-13
,65,1,10,2013,1,11oct2013
,28,1,8,2013,1,26-Aug-13
,28,1,8,2013,1,23-Aug-13
,18,1,8,2013,1,23-Aug-13
,81,1,8,2013,1,23-Aug-13
,22,1,8,2013,1,22-Aug-13
,24,1,8,2013,1,22-Aug-13
,38,1,8,2013,1,22-Aug-13
,51,1,8,2013,1,22-Aug-13
,31,1,8,2013,1,22-Aug-13
,26,1,8,2013,1,22-Aug-13
,22,1,8,2013,1,27-Aug-13
,51,1,8,2013,1,22-Aug-13
,54,1,8,2013,1,22-Aug-13
,49,1,8,2013,1,22-Aug-13
,25,1,10,2013,1,10oct2013
,26,1,8,2013,1,22-Aug-13
,30,1,8,2013,1,22-Aug-13
,17,1,8,2013,1,23-Aug-13
,27,1,8,2013,1,22-Aug-13
,22,1,8,2013,1,22-Aug-13
,15,1,8,2013,1,23-Aug-13
,33,1,8,2013,1,23-Aug-13
,35,1,8,2013,1,23-Aug-13
,19,1,8,2013,1,23-Aug-13
,22,1,8,2013,1,21-Aug-13
,22,1,8,2013,1,21-Aug-13
,22,1,8,2013,1,23-Aug-13
,18,1,8,2013,1,27-Aug-13
,35,1,8,2013,1,27-Aug-13
,21,1,8,2013,1,27-Aug-13
,22,1,8,2013,1,23-Aug-13
,40,1,8,2013,1,27-Aug-13
,50,1,8,2013,1,27-Aug-13
,30,1,8,2013,1,27-Aug-13
,34,1,8,2013,1,27-Aug-13
,27,1,8,2013,1,28-Aug-13
,33,1,8,2013,1,30-Aug-13
,28,1,8,2013,1,30-Aug-13
,35,1,8,2013,1,30-Aug-13
,38,1,8,2013,1,24-Aug-13
,33,1,8,2013,1,24-Aug-13
,28,1,8,2013,1,24-Aug-13
,33,1,8,2013,1,24-Aug-13
,50,1,8,2013,1,24-Aug-13
,20,1,8,2013,1,28-Aug-13
,18,1,10,2013,1,08oct2013
,28,1,8,2013,1,27-Aug-13
,20,1,10,2013,1,02oct2013
,32,1,8,2013,1,24-Aug-13
,32,1,8,2013,1,24-Aug-13
,53,1,8,2013,1,24-Aug-13
,36,1,8,2013,1,24-Aug-13
,31,1,8,2013,1,24-Aug-13
,31,1,8,2013,1,26-Aug-13
,33,1,8,2013,1,26-Aug-13
,16,1,10,2013,1,31oct2013
,24,1,8,2013,1,24-Aug-13
,25,1,8,2013,1,24-Aug-13
,24,1,8,2013,1,23-Aug-13
,24,1,9,2013,1,07-Sep-13
,24,1,9,2013,1,07-Sep-13
,40,1,8,2013,1,28-Aug-13
,37,1,8,2013,1,28-Aug-13
,13,1,9,2013,1,27-Sep-13
,14,1,10,2013,1,03oct2013
,25,1,8,2013,1,23-Aug-13
,20,1,8,2013,1,26-Aug-13
,34,1,8,2013,1,26-Aug-13
,33,1,8,2013,1,26-Aug-13
,34,1,8,2013,1,26-Aug-13
,32,1,8,2013,1,26-Aug-13
,32,1,8,2013,1,26-Aug-13
,16,1,9,2013,1,03-Sep-13
,30,1,8,2013,1,27-Aug-13
,15,1,10,2013,1,02oct2013
,31,1,8,2013,1,26-Aug-13
,21,1,9,2013,1,07-Sep-13
,18,1,9,2013,1,07-Sep-13
,32,1,8,2013,1,26-Aug-13
,20,1,8,2013,1,26-Aug-13
,25,1,8,2013,1,26-Aug-13
,33,1,8,2013,1,24-Aug-13
,19,1,9,2013,1,07-Sep-13
,16,1,9,2013,1,07-Sep-13
,50,1,8,2013,1,27-Aug-13
,34,1,8,2013,1,27-Aug-13
,18,1,8,2013,1,27-Aug-13
,34,1,8,2013,1,27-Aug-13
,33,1,8,2013,1,28-Aug-13
,23,1,8,2013,1,28-Aug-13
,24,1,8,2013,1,28-Aug-13
,36,1,8,2013,1,28-Aug-13
,22,1,8,2013,1,28-Aug-13
,19,1,8,2013,1,30-Aug-13
,32,1,8,2013,1,30-Aug-13
,24,1,8,2013,1,28-Aug-13
,34,1,8,2013,1,28-Aug-13
,22,1,8,2013,1,28-Aug-13
,10,1,9,2013,1,27-Sep-13
,40,1,8,2013,1,30-Aug-13
,27,1,9,2013,1,07-Sep-13
,30,1,8,2013,1,30-Aug-13
,37,1,8,2013,1,30-Aug-13
,15,1,10,2013,1,28oct2013
,32,1,8,2013,1,30-Aug-13
,35,1,8,2013,1,30-Aug-13
,21,1,8,2013,1,30-Aug-13
,17,1,8,2013,1,30-Aug-13
,22,1,8,2013,1,30-Aug-13
,11,1,10,2013,1,31oct2013
,20,1,8,2013,1,30-Aug-13
,19,1,9,2013,1,11-Sep-13
,30,1,8,2013,1,31-Aug-13
,17,1,8,2013,1,31-Aug-13
,19,1,8,2013,1,31-Aug-13
,23,1,9,2013,1,02-Sep-13
,43,1,8,2013,1,31-Aug-13
,37,1,8,2013,1,31-Aug-13
,51,1,8,2013,1,31-Aug-13
,21,1,8,2013,1,31-Aug-13
,23,1,9,2013,1,02-Sep-13
,23,1,9,2013,1,03-Sep-13
,21,1,9,2013,1,02-Sep-13
,22,1,9,2013,1,27-Sep-13
,24,1,8,2013,1,31-Aug-13
,31,1,8,2013,1,31-Aug-13
,27,1,8,2013,1,31-Aug-13
,50,1,8,2013,1,31-Aug-13
,18,1,9,2013,1,24-Sep-13
,29,1,8,2013,1,31-Aug-13
,42,1,9,2013,1,02-Sep-13
,22,1,9,2013,1,02-Sep-13
,31,1,9,2013,1,03-Sep-13
,21,1,9,2013,1,02-Sep-13
,36,1,9,2013,1,02-Sep-13
,48,1,8,2013,1,31-Aug-13
,20,1,9,2013,1,12-Sep-13
,20,1,9,2013,1,12-Sep-13
,41,1,9,2013,1,02-Sep-13
,40,1,9,2013,1,02-Sep-13
,37,1,9,2013,1,02-Sep-13
,13,1,9,2013,1,02-Sep-13
,30,1,9,2013,1,02-Sep-13
,35,1,9,2013,1,03-Sep-13
,17,1,9,2013,1,03-Sep-13
,22,1,9,2013,1,02-Sep-13
,24,1,9,2013,1,02-Sep-13
,25,1,9,2013,1,02-Sep-13
,11,1,9,2013,1,13-Sep-13
,18,1,9,2013,1,03-Sep-13
,20,1,9,2013,1,30-Sep-13
,21,1,9,2013,1,03-Sep-13
,17,1,9,2013,1,30-Sep-13
,21,1,9,2013,1,03-Sep-13
,18,1,9,2013,1,03-Sep-13
,22,1,9,2013,1,04-Sep-13
,30,1,9,2013,1,11-Sep-13
,23,1,9,2013,1,04-Sep-13
,29,1,9,2013,1,11-Sep-13
,16,1,9,2013,1,03-Sep-13
,16,1,9,2013,1,03-Sep-13
,35,1,9,2013,1,03-Sep-13
,24,1,9,2013,1,03-Sep-13
,18,1,9,2013,1,03-Sep-13
,26,1,9,2013,1,03-Sep-13
,20,1,9,2013,1,03-Sep-13
,20,1,9,2013,1,03-Sep-13
,15,1,9,2013,1,04-Sep-13
,15,1,9,2013,1,25-Sep-13
,18,1,9,2013,1,25-Sep-13
,22,1,9,2013,1,04-Sep-13
,16,1,8,2013,1,30-Aug-13
,28,1,8,2013,1,30-Aug-13
,37,1,9,2013,1,04-Sep-13
,24,1,9,2013,1,24-Sep-13
,36,1,9,2013,1,25-Sep-13
,22,1,9,2013,1,04-Sep-13
,16,1,9,2013,1,04-Sep-13
,18,1,9,2013,1,04-Sep-13
,18,1,9,2013,1,11-Sep-13
,14,1,9,2013,1,05-Sep-13
,26,1,9,2013,1,30-Sep-13
,12,1,9,2013,1,30-Sep-13
,98,1,9,2013,1,04-Sep-13
,23,1,9,2013,1,30-Sep-13
,49,1,9,2013,1,04-Sep-13
,18,1,9,2013,1,04-Sep-13
,36,1,9,2013,1,04-Sep-13
,30,1,9,2013,1,04-Sep-13
,15,1,9,2013,1,30-Sep-13
,23,1,9,2013,1,05-Sep-13
,26,1,9,2013,1,04-Sep-13
,20,1,9,2013,1,04-Sep-13
,20,1,9,2013,1,04-Sep-13
,17,1,9,2013,1,04-Sep-13
,22,1,9,2013,1,07-Sep-13
,20,1,9,2013,1,07-Sep-13
,16,1,10,2013,1,09oct2013
,23,1,9,2013,1,28-Sep-13
,31,1,9,2013,1,05-Sep-13
,61,1,9,2013,1,05-Sep-13
,11,1,9,2013,1,28-Sep-13
,22,1,9,2013,1,11-Sep-13
,20,1,9,2013,1,05-Sep-13
,34,1,9,2013,1,05-Sep-13
,19,1,9,2013,1,30-Sep-13
,30,1,9,2013,1,05-Sep-13
,32,1,9,2013,1,05-Sep-13
,406,1,9,2013,1,05-Sep-13
,17,1,9,2013,1,06-Sep-13
,18,1,9,2013,1,30-Sep-13
,16,1,9,2013,1,06-Sep-13
,19,1,9,2013,1,05-Sep-13
,20,1,9,2013,1,05-Sep-13
,17,1,9,2013,1,05-Sep-13
,16,1,9,2013,1,05-Sep-13
,22,1,9,2013,1,28-Sep-13
,12,1,9,2013,1,28-Sep-13
,15,1,9,2013,1,28-Sep-13
,13,1,9,2013,1,30-Sep-13
,16,1,9,2013,1,11-Sep-13
,40,1,9,2013,1,05-Sep-13
,33,1,9,2013,1,05-Sep-13
,26,1,9,2013,1,05-Sep-13
,24,1,9,2013,1,05-Sep-13
,35,1,9,2013,1,06-Sep-13
,35,1,9,2013,1,06-Sep-13
,22,1,9,2013,1,06-Sep-13
,20,1,9,2013,1,06-Sep-13
,18,1,9,2013,1,06-Sep-13
,25,1,9,2013,1,06-Sep-13
,22,1,9,2013,1,11-Sep-13
,16,1,9,2013,1,06-Sep-13
,10,1,9,2013,1,06-Sep-13
,29,1,9,2013,1,06-Sep-13
,23,1,9,2013,1,06-Sep-13
,18,1,9,2013,1,06-Sep-13
,27,1,9,2013,1,03-Sep-13
,40,1,9,2013,1,03-Sep-13
,25,1,9,2013,1,06-Sep-13
,20,1,9,2013,1,11-Sep-13
,34,1,9,2013,1,06-Sep-13
,24,1,9,2013,1,06-Sep-13
,27,1,9,2013,1,07-Sep-13
,26,1,9,2013,1,07-Sep-13
,25,1,9,2013,1,12-Sep-13
,24,1,9,2013,1,07-Sep-13
,11,1,9,2013,1,30-Sep-13
,16,1,9,2013,1,30-Sep-13
,30,1,9,2013,1,17-Sep-13
,38,1,9,2013,1,03-Sep-13
,20,1,9,2013,1,07-Sep-13
,30,1,9,2013,1,12-Sep-13
,24,1,9,2013,1,11-Sep-13
,27,1,10,2013,1,04oct2013
,16,1,9,2013,1,07-Sep-13
,32,1,9,2013,1,07-Sep-13
,18,1,9,2013,1,07-Sep-13
,38,1,9,2013,1,07-Sep-13
,20,1,9,2013,1,11-Sep-13
,24,1,9,2013,1,07-Sep-13
,28,1,9,2013,1,07-Sep-13
,13,1,10,2013,1,04oct2013
,24,1,9,2013,1,12-Sep-13
,16,1,9,2013,1,12-Sep-13
,45,1,9,2013,1,07-Sep-13
,24,1,9,2013,1,07-Sep-13
,17,1,9,2013,1,11-Sep-13
,18,1,9,2013,1,12-Sep-13
,17,1,10,2013,1,03oct2013
,12,1,9,2013,1,04-Sep-13
,18,1,9,2013,1,04-Sep-13
,23,1,9,2013,1,11-Sep-13
,17,1,9,2013,1,11-Sep-13
,14,1,10,2013,1,03oct2013
,33,1,9,2013,1,04-Sep-13
,34,1,9,2013,1,04-Sep-13
,19,1,9,2013,1,11-Sep-13
,26,1,9,2013,1,11-Sep-13
,30,1,9,2013,1,05-Sep-13
,26,1,9,2013,1,05-Sep-13
,37,1,9,2013,1,12-Sep-13
,24,1,9,2013,1,12-Sep-13
,30,1,9,2013,1,12-Sep-13
,20,1,9,2013,1,12-Sep-13
,17,1,9,2013,1,12-Sep-13
,69,1,9,2013,1,12-Sep-13
,37,1,9,2013,1,25-Sep-13
,16,1,9,2013,1,12-Sep-13
,21,1,9,2013,1,12-Sep-13
,19,1,9,2013,1,12-Sep-13
,25,1,9,2013,1,29-Sep-13
,21,1,9,2013,1,12-Sep-13
,16,1,9,2013,1,12-Sep-13
,30,1,9,2013,1,15-Sep-13
,23,1,9,2013,1,13-Sep-13
,31,1,9,2013,1,13-Sep-13
,31,1,9,2013,1,30-Sep-13
,18,1,9,2013,1,30-Sep-13
,360,1,9,2013,1,15-Sep-13
,17,1,9,2013,1,15-Sep-13
,16,1,10,2013,1,02oct2013
,17,1,10,2013,1,03oct2013
,24,1,10,2013,1,03oct2013
,21,1,10,2013,1,03oct2013
,20,1,9,2013,1,13-Sep-13
,21,1,10,2013,1,11oct2013
,31,1,9,2013,1,13-Sep-13
,23,1,9,2013,1,13-Sep-13
,27,1,9,2013,1,13-Sep-13
,27,1,9,2013,1,13-Sep-13
,26,1,9,2013,1,13-Sep-13
,20,1,9,2013,1,13-Sep-13
,15,1,9,2013,1,13-Sep-13
,21,1,9,2013,1,13-Sep-13
,21,1,9,2013,1,13-Sep-13
,27,1,9,2013,1,13-Sep-13
,31,1,9,2013,1,13-Sep-13
,22,1,9,2013,1,16-Sep-13
,15,1,9,2013,1,16-Sep-13
,30,1,9,2013,1,16-Sep-13
,36,1,9,2013,1,16-Sep-13
,12,1,9,2013,1,16-Sep-13
,22,1,9,2013,1,16-Sep-13
,77,1,9,2013,1,16-Sep-13
,27,1,9,2013,1,16-Sep-13
,32,1,9,2013,1,16-Sep-13
,27,1,9,2013,1,16-Sep-13
,23,1,9,2013,1,16-Sep-13
,31,1,9,2013,1,28-Sep-13
,45,1,9,2013,1,28-Sep-13
,21,1,9,2013,1,16-Sep-13
,17,1,9,2013,1,16-Sep-13
,26,1,9,2013,1,16-Sep-13
,32,1,9,2013,1,16-Sep-13
,22,1,9,2013,1,16-Sep-13
,16,1,9,2013,1,16-Sep-13
,14,1,9,2013,1,16-Sep-13
,21,1,10,2013,1,08oct2013
,200,1,9,2013,1,16-Sep-13
,18,1,9,2013,1,16-Sep-13
,28,1,9,2013,1,16-Sep-13
,32,1,9,2013,1,17-Sep-13
,30,1,9,2013,1,17-Sep-13
,27,1,9,2013,1,17-Sep-13
,21,1,9,2013,1,25-Sep-13
,11,1,10,2013,1,11oct2013
,25,1,10,2013,1,10oct2013
,36,1,10,2013,1,10oct2013
,24,1,9,2013,1,17-Sep-13
,24,1,9,2013,1,17-Sep-13
,21,1,9,2013,1,17-Sep-13
,17,1,9,2013,1,17-Sep-13
