ID,t011_prgrm,pass_fail,t301b_wpt_flow_rate_slow,t302_landowner_personality,t302a_rep_WSB_talkedto,t302b_rep_WSB_accepted_disp,t310_wpt_drinking_water,t303b_turbitube_100ntu,t303_turbidity_wet,t304_turbidity_dry,t305b_flow_how_many_months,avg_users,t311_wpt_pass,t009_country,month,year
,RNG,0,,,,,0,,,,,,,1,4,2014
,RNG,1,,,,,1,,3,3,,10,1,1,4,2014
,RNG,1,,,,,1,,3,3,,10.66666667,1,1,4,2014
,RNG,0,,1,,,0,,,,,,,1,4,2014
,RNG,0,,,,,0,,,,,,,1,4,2014
,RNG,0,,,,,0,,,,,,,1,4,2014
,RNG,0,,1,,,0,,,,,,,1,4,2014
,BSA2,1,,1,,,1,,2,3,,25,1,1,8,2014
,BSA2,1,,1,,,1,,3,3,,75,1,1,8,2014
,BSA2,0,,1,,,0,,,,,,,1,8,2014
,BSA2,1,,1,,,1,,3,3,,70,1,1,8,2014
,BSA2,1,,,1,1,1,,3,3,,120,1,1,8,2014
,RNG,0,,,,,1,,1,3,,,,1,9,2014
,RNG,1,,,,,1,,2,3,,35,1,1,9,2014
,AMG,0,0,,,,,,,,,,,1,3,2015
,AMG,1,,1,,,1,,2,3,,38.33333333,1,1,3,2015
,AMG,0,,,,,0,,,,,,,1,3,2015
,AMG,1,,1,,,1,,3,3,,46.66666667,1,1,3,2015
,AMG,0,1,1,,,1,,3,3,,4.5,,1,3,2015
,AMG,1,,1,,,1,,2,3,,38.33333333,1,1,3,2015
,AMG,1,,1,,,1,,3,3,,46.66666667,1,1,3,2015
,AMG,1,,1,,,1,,3,3,,18.83333333,1,1,3,2015
,AMG,0,,1,,,1,,1,3,,,,1,3,2015
,AMG,0,0,,,,,,,,,,,1,3,2015
,AMG,1,,1,,,1,,2,3,,16,1,1,3,2015
,AMG,0,,1,,,1,,3,3,,3.166666667,,1,3,2015
,HMB2,1,,,,,1,,2,3,,16.25,1,1,3,2015
,HMB2,0,,,,,1,,1,2,,,,1,3,2015
,HMB2,0,,,,,0,,,,,,,1,4,2015
,HMB2,0,,,,,1,,1,2,,,,1,3,2015
,HMB2,0,,,,,1,,2,1,,,,1,3,2015
,HMB2,1,,1,,,1,,2,3,,38.75,1,1,3,2015
,RNG,0,,,,,1,,3,3,,7.5,,1,4,2014
,SYA,0,,,,,,,,,,,,1,7,2013
,RNG,0,,,,,1,,1,2,,,,1,4,2014
,SYA,1,,,1,1,1,,3,3,,,1,1,7,2013
,SYA,0,,,,,,,,,,,,1,7,2013
,SYA,0,,,,,0,,,,,,,1,7,2013
,RNG,1,,1,,,1,,3,3,,17,1,1,4,2014
,SYA,0,,,0,,0,,,,,,,1,7,2013
,RNG,1,,,,,1,,3,3,,13.75,1,1,4,2014
,SYA,1,,,1,1,1,,3,3,,,1,1,7,2013
,RNG,1,,1,,,1,,3,3,,12.25,1,1,4,2014
,SYA,0,,,,,1,,2,2,,,,1,7,2013
,SYA,1,,,0,,1,,2,2,,,1,1,7,2013
,SYA,1,,,0,,1,,2,2,,,1,1,7,2013
,SYA,1,,1,,,1,,3,3,,,1,1,7,2013
,SYA,1,,,0,,1,,3,3,,,1,1,7,2013
,SYA,0,,0,,,,,,,,,,1,8,2013
,SYA,0,,1,,,1,,2,2,,,,1,8,2013
,AMG,1,,1,,,1,,3,3,,10,1,1,3,2015
,AMG,0,,,,,0,,,,,,,1,3,2015
,AMG,0,,,,,0,,,,,,,1,3,2015
,AMG,0,0,,,,,,,,,,,1,3,2015
,AMG,0,0,,,,,,,,,,,1,3,2015
,AMG,0,,1,,,0,,,,,,,1,3,2015
,AMG,1,,1,,,1,,3,3,11,15.75,1,1,3,2015
,AMG,0,,,,,1,,3,3,10,1.166666667,,1,3,2015
,AMG,0,0,,,,,,,,,,,1,3,2015
,HMB3,1,,,,,1,,2,3,,20,1,1,10,2015
,HMB3,1,,,,,1,,2,3,,15,1,1,10,2015
,HMB3,0,,,,,1,,2,3,,4.25,,1,10,2015
,HMB3,0,,,,,1,,2,3,,2,,1,10,2015
,HMB3,1,,1,,,1,,2,3,,10,1,1,10,2015
,HMB3,1,,1,,,1,,2,3,,11.25,1,1,10,2015
,HMB3,0,,,,,1,,2,1,,,,1,10,2015
,RNG,0,,,,,0,,,,,,,1,4,2014
,RNG,0,,1,,,0,,,,,,,1,4,2014
,RNG,0,,,,,0,,,,,,,1,4,2014
,RNG,0,,1,,,0,,,,,,,1,4,2014
,RNG,0,,1,,,0,,,,,,,1,9,2014
,RNG,0,,,,,0,,,,,,,1,9,2014
,RNG,0,,,,,0,,,,,,,1,9,2014
,RNG,1,,1,,,1,,3,2,,45,1,1,9,2014
,RNG,0,,1,,,0,,,,,,,1,9,2014
,RNG,1,,,,,1,,2,3,,13,1,1,9,2014
,RNG,0,,,,,1,,3,3,,5,,1,9,2014
,RNG,0,,,,,0,,,,,,,1,9,2014
,RNG,1,,,,,1,,2,3,,22.5,1,1,9,2014
,RNG,1,,1,,,1,,3,3,,35,1,1,9,2014
,RNG,0,,1,,,1,,2,3,,9,,1,9,2014
,RNG,1,,,,,1,,3,3,,23,1,1,9,2014
,RNG,1,,1,,,1,,2,3,,11,1,1,9,2014
,RNG,0,,1,,,1,,2,3,,1.25,,1,9,2014
,RNG,0,,1,,,1,,2,2,,4.25,,1,9,2014
,RNG,0,,,,,0,,,,,,,1,3,2014
,RNG,1,,1,,,1,,2,3,,10,1,1,3,2014
,RNG,1,,,,,1,,3,3,,10,1,1,3,2014
,RNG,1,,1,,,1,,2,3,,14,1,1,3,2014
,RNG,0,,1,,,1,,3,3,,3,,1,3,2014
,RNG,1,,1,,,1,,3,3,,12,1,1,3,2014
,RNG,0,,,,,0,,,,,,,1,3,2014
,HMB2,0,,1,,,1,,1,2,,,,1,3,2015
,HMB2,0,,,,,1,,1,2,,,,1,3,2015
,HMB2,0,,,,,1,,1,2,,,,1,3,2015
,HMB2,0,,,,,1,,1,2,,,,1,3,2015
,HMB2,0,,,,,1,,1,2,,,,1,3,2015
,HMB2,1,,,,,1,,3,3,,18,1,1,3,2015
,HMB2,0,0,,,,,,,,,,,1,4,2015
,HMB2,0,0,,,,,,,,,,,1,4,2015
,HMB2,1,,,1,1,1,,3,3,,20,1,1,3,2015
,HMB2,0,,,1,1,0,,,,,,,1,4,2015
,HMB2,1,,,1,1,1,,3,3,,30,1,1,3,2015
,HMB2,0,0,,,,,,,,,,,1,4,2015
,HMB2,0,0,,,,,,,,,,,1,4,2015
,HMB2,0,,1,,,0,,,,,,,1,4,2015
,BSA2,1,,1,,,1,,3,3,11,12,1,1,8,2014
,BSA2,0,,1,,,1,,3,3,9,4,,1,8,2014
,BSA2,1,,1,,,1,,3,3,,13.25,1,1,8,2014
,BSA2,1,,1,,,1,,3,3,,41.25,1,1,8,2014
,BSA2,1,,1,,,1,,3,3,,27.08333333,1,1,8,2014
,BSA2,0,,1,,,0,,,,,,,1,8,2014
,BSA2,0,,1,,,1,,3,3,,4.916666667,,1,8,2014
,BSA2,0,,1,,,0,,,,,,,1,8,2014
,BSA2,1,,1,,,1,,3,3,,25.83333333,1,1,8,2014
,RNG,0,,1,,,0,,,,,,,1,4,2014
,RNG,0,,,,,0,,,,,,,1,4,2014
,RNG,0,,,,,0,,,,,,,1,4,2014
,RNG,1,,,,,1,,3,3,,15,1,1,4,2014
,RNG,1,,1,,,1,,3,3,,15,1,1,4,2014
,BSA2,0,0,,,,,,,,,,,1,8,2014
,AMG,1,,1,,,1,,3,3,,10.33333333,1,1,2,2015
,BSA2,1,,,,,1,,3,3,,20,1,1,8,2014
,AMG,1,,1,,,1,,2,3,,13.16666667,1,1,2,2015
,BSA2,1,,,,,1,,3,3,,24,1,1,8,2014
,AMG,1,,1,,,1,,2,3,,17.25,1,1,2,2015
,BSA2,0,1,,,,1,,3,3,,8,,1,8,2014
,AMG,1,,1,,,1,,3,3,,20,1,1,3,2015
,AMG,1,,,,,1,,3,3,,15,1,1,3,2015
,TNZ,1,,,,,1,,3,3,,20.41666667,1,1,11,2014
,TNZ,1,,,,,1,,3,3,,25,1,1,11,2014
,AMG,0,0,,,,,,,,,,,1,3,2015
,AMG,0,0,,,,,,,,,,,1,3,2015
,AMG,1,,,1,1,1,,2,3,,30,1,1,3,2015
,HMB2,1,,1,,,1,,2,2,,21.33333333,1,1,3,2015
,HMB2,1,,1,,,1,,3,3,,12.33333333,1,1,3,2015
,HMB2,0,,1,,,1,,2,3,,1.666666667,,1,3,2015
,HMB2,0,,1,,,1,,2,3,,2,,1,3,2015
,HMB2,1,,1,,,1,,3,3,,21.33333333,1,1,3,2015
,HMB2,1,,1,,,1,,3,2,,10,1,1,3,2015
,HMB3,1,,1,,,1,,3,3,,12,1,1,10,2015
,HMB3,1,,1,,,1,,3,3,,15,1,1,10,2015
,HMB3,1,,1,,,1,,2,3,,20,1,1,10,2015
,HMB3,0,,1,,,0,,,,,,,1,9,2015
,HMB3,1,,,,,1,,3,3,,10,1,1,10,2015
,HMB3,1,,1,,,1,,3,3,,10,1,1,9,2015
,HMB3,1,,1,,,1,,3,3,,10,1,1,9,2015
,HMB3,1,,1,,,1,,2,3,,30,1,1,10,2015
,HMB3,1,,1,,,1,,2,3,,30,1,1,10,2015
,HMB3,1,,1,,,1,,3,3,,15,1,1,9,2015
,UGS,0,,,,,1,,2,3,9,1.5,,1,6,2015
,UGS,0,,,,,0,,,,,,,1,6,2015
,UGS,0,,,,,1,,3,3,,2,,1,6,2015
,UGS,0,,1,,,0,,,,,,,1,6,2015
,UGS,0,,,,,1,,3,3,,4,,1,6,2015
,UGS,0,,1,,,1,,3,3,9,1.5,,1,6,2015
,UGS,0,,,,,0,,,,,,,1,6,2015
,UGS,0,,,,,0,,,,,,,1,6,2015
,UGS,0,,1,,,1,,1,2,,,,1,6,2015
,NDI,0,,1,,,1,,2,3,,6,,1,5,2015
,NDI,0,,1,,,0,,,,,,,1,5,2015
,NDI,0,,1,,,1,,2,3,,6,,1,5,2015
,NDI,1,,1,,,1,,2,3,,10,1,1,5,2015
,NDI,0,,1,,,1,,2,3,,5,,1,5,2015
,NDI,0,0,,,,,,,,,,,1,5,2015
,AMG,0,0,,,,,,,,,,,1,3,2015
,AMG,0,,,,,0,,,,,,,1,3,2015
,AMG,1,,1,,,1,,2,3,,25.75,1,1,3,2015
,AMG,0,1,1,,,0,,,,,,,1,3,2015
,AMG,1,,1,,,1,,3,3,,18.33333333,1,1,2,2015
,AMG,0,,0,,,,,,,,,,1,2,2015
,BSA2,0,0,,,,,,,,,,,1,8,2014
,BSA2,0,,1,,,0,,,,,,,1,9,2014
,BSA2,0,,1,,,0,,,,,,,1,8,2014
,BSA2,1,,,,,1,,3,3,,213.3333333,1,1,8,2014
,BSA2,1,,1,,,1,,3,3,,10,1,1,8,2014
,BSA2,0,,,,,0,,,,,,,1,8,2014
,BSA2,1,,,1,1,1,,3,3,11,20,1,1,8,2014
,BSA2,0,,1,,,0,,,,,,,1,9,2014
,AMG,1,,,,,1,,2,3,,17.66666667,1,1,3,2015
,AMG,0,,1,,,0,,,,,,,1,3,2015
,AMG,0,,,,,1,,1,3,,,,1,3,2015
,SYA,1,,1,,,1,,2,3,,,1,1,7,2013
,SYA,1,,,,,1,,2,3,,,1,1,7,2013
,SYA,1,,,,,1,,3,3,,,1,1,8,2013
,SYA,1,,,,,1,,2,2,,,1,1,7,2013
,SYA,1,,,,,1,,2,3,,,1,1,7,2013
,SYA,0,,,,,1,,1,1,,,,1,7,2013
,SYA,0,,,1,1,1,,1,1,,,,1,8,2013
,SYA,0,,,,,1,,1,1,,,,1,7,2013
,SYA,0,,,,,,,,,,,,1,7,2013
,SYA,1,,1,,,1,,3,3,,,1,1,7,2013
,SYA,0,,,,,,,,,,,,1,7,2013
,SYA,1,,,,,1,,1,2,,,1,1,7,2013
,HMB2,0,,1,,,1,,1,2,,,,1,3,2015
,HMB2,1,,1,,,1,,3,3,,10.5,1,1,3,2015
,HMB2,1,,,,,1,,2,3,,12,1,1,3,2015
,HMB2,0,,1,,,0,,,,,,,1,3,2015
,HMB2,0,,1,,,1,,2,3,,7.25,,1,3,2015
,HMB2,1,,1,,,1,,3,3,,10,1,1,3,2015
,HMB2,1,,1,,,1,,3,3,,12.5,1,1,3,2015
,HMB2,0,,1,,,0,,,,,,,1,3,2015
,HMB2,1,,1,,,1,,2,3,,11.25,1,1,3,2015
,HMB3,0,,,,,0,,,,,,,1,10,2015
,HMB2,0,,,,,0,,,,,,,1,3,2015
,HMB3,0,0,,,,,,,,,,,1,10,2015
,HMB3,0,0,,,,,,,,,,,1,10,2015
,HMB3,0,0,,,,,,,,,,,1,10,2015
,HMB3,0,,1,,,0,,,,,,,1,10,2015
,HMB2,0,,,,,0,,,,,,,1,3,2015
,HMB2,0,,1,,,0,,,,,,,1,3,2015
,BSA2,1,,,1,1,1,,3,3,,35,1,1,8,2014
,BSA2,1,,1,,,1,,3,3,,11.25,1,1,8,2014
,BSA2,0,,1,,,0,,,,,,,1,8,2014
,BGM2,1,,1,,,1,,3,3,,10,1,1,3,2015
,BGM2,0,,1,,,1,,3,3,,1,,1,3,2015
,BGM2,0,,1,,,1,,2,3,,4.333333333,,1,3,2015
,BSA2,0,1,1,,,1,,3,3,0,,,1,8,2014
,BSA2,0,1,1,,,0,,,,,,,1,8,2014
,BSA2,1,,1,,,1,,3,3,,40,1,1,8,2014
,BSA2,1,,1,,,1,,3,3,,21.66666667,1,1,8,2014
,BSA2,1,,,,,1,,3,3,,10,1,1,8,2014
,BSA2,1,,,,,1,,2,3,,11.66666667,1,1,8,2014
,BSA2,1,,1,,,1,,3,3,,26.66666667,1,1,8,2014
,BSA2,1,,,,,1,,3,3,,10,1,1,8,2014
,BSA2,1,,1,,,1,,3,3,,23.33333333,1,1,8,2014
,HMB3,0,,,,,1,,1,2,,,,1,10,2015
,HMB3,1,,1,,,1,,2,3,,10,1,1,10,2015
,HMB3,1,,,,,1,,2,3,,10.66666667,1,1,10,2015
,HMB3,1,,1,,,1,,3,3,,16.66666667,1,1,10,2015
,RNG,1,,1,,,1,,2,2,,14,1,1,9,2014
,RNG,0,1,1,,,0,,,,,,,1,9,2014
,RNG,0,,1,,,0,,,,,,,1,9,2014
,RNG,0,1,1,,,0,,,,,,,1,9,2014
,RNG,1,,1,,,1,,2,3,,25.75,1,1,9,2014
,RNG,0,1,1,,,0,,,,,,,1,9,2014
,RNG,1,,1,,,1,,2,2,,10.5,1,1,9,2014
,RNG,0,,1,,,0,,,,,,,1,9,2014
,RNG,1,,1,,,1,,2,2,,10.75,1,1,9,2014
,RNG,0,,1,,,0,,,,,,,1,9,2014
,RNG,0,,1,,,0,,,,,,,1,9,2014
,BSA2,0,,1,,,0,,,,,,,1,8,2014
,BSA2,0,,,,,0,,,,,,,1,8,2014
,BSA2,0,,1,,,1,,2,3,,6,,1,8,2014
,BSA2,0,,1,,,1,,2,2,,4.25,,1,8,2014
,BSA2,0,,1,,,1,,2,3,,9,,1,8,2014
,BSA2,0,,,,,0,,,,,,,1,8,2014
,BSA2,0,,1,,,1,,2,3,,8,,1,8,2014
,BSA2,0,,,,,1,,2,2,,5,,1,8,2014
,BSA2,1,,1,,,1,,3,3,,14,1,1,8,2014
,BSA2,1,,1,,,1,,2,2,,10.75,1,1,9,2014
,BSA2,1,,1,,,1,,3,3,,10,1,1,8,2014
,SYA,0,,,,,,,,,,,,1,7,2013
,SYA,1,,,,,1,,3,3,10,32,1,1,9,2014
,SYA,1,,,1,1,1,,3,3,,,1,1,7,2013
,AMG,0,,1,,,1,,1,3,,,,1,2,2015
,AMG,0,0,,,,,,,,,,,1,3,2015
,AMG,1,,1,,,1,,3,2,,52.5,1,1,2,2015
,AMG,0,,,,,0,,,,,,,1,2,2015
,AMG,0,,,,,1,,1,2,,,,1,2,2015
,AMG,0,0,,,,,,,,,,,1,3,2015
,SYA,1,,1,,,1,,2,2,,,1,1,7,2013
,SYA,1,,1,,,1,,3,3,,,1,1,7,2013
,SYA,1,,1,,,1,,3,3,,,1,1,7,2013
,SYA,0,,1,,,0,,,,,,,1,7,2013
,SYA,0,,1,,,0,,,,,,,1,7,2013
,SYA,1,,1,,,1,,3,3,,,1,1,7,2013
,SYA,1,,,,,1,,3,3,,,1,1,7,2013
,AMG,0,0,,,,,,,,,,,1,3,2015
,AMG,0,,,,,1,,1,2,,,,1,3,2015
,AMG,0,0,,,,,,,,,,,1,3,2015
,RNG,0,,,,,0,,,,,,,1,3,2014
,RNG,1,,1,,,1,,2,3,,16,1,1,3,2014
,RNG,0,,1,,,0,,,,,,,1,3,2014
,RNG,1,,,,,1,,2,2,,12.5,1,1,3,2014
,RNG,0,,1,,,0,,,,,,,1,7,2014
,RNG,1,,1,,,1,,2,3,,43,1,1,7,2014
,BSA2,1,,1,,,1,,3,3,,38.66666667,1,1,8,2014
,BSA2,1,,1,,,1,,3,3,,165,1,1,8,2014
,BSA2,1,,1,,,1,,3,3,,145,1,1,8,2014
,RNG,0,,1,,,1,,1,2,,,,1,9,2014
,RNG,0,,1,,,0,,,,,,,1,9,2014
,RNG,0,,1,,,1,,3,2,,6.5,,1,9,2014
,RNG,0,1,1,,,1,,3,3,3,,,1,9,2014
,RNG,1,,1,,,1,,3,3,,22.5,1,1,9,2014
,RNG,1,,,,,1,,2,2,,22.5,1,1,9,2014
,RNG,0,,,,,1,,1,1,,,,1,9,2014
,RNG,1,,1,,,1,,3,3,,17.5,1,1,9,2014
,AMG,0,0,,,,,,,,,,,1,3,2015
,AMG,0,,1,,,1,,1,3,,,,1,3,2015
,AMG,0,0,,,,,,,,,,,1,3,2015
,RNG,1,,1,,,1,,3,3,,20,1,1,4,2014
,SYA,0,,,,,,,,,,,,1,7,2013
,SYA,1,,,,,1,,2,2,,,1,1,7,2013
,SYA,1,,1,,,1,,2,3,,,1,1,7,2013
,SYA,1,,,,,1,,2,3,,,1,1,7,2013
,SYA,1,,1,,,1,,2,3,,,1,1,7,2013
,SYA,0,,,,,0,,,,,,,1,7,2013
,SYA,0,,1,,,1,,2,2,,,,1,7,2013
,SYA,0,,1,,,0,,,,,,,1,7,2013
,SYA,1,,,,,1,,2,2,,,1,1,7,2013
,RNG,0,,,,,1,,2,3,,5,,1,3,2014
,RNG,0,,,,,0,,,,,,,1,3,2014
,RNG,0,,1,,,0,,,,,,,1,3,2014
,RNG,0,,,0,,1,,1,2,,,,1,3,2014
,RNG,0,0,,,,,,,,,,,1,3,2014
,RNG,0,,1,,,0,,,,,,,1,3,2014
,RNG,0,,1,,,0,,,,,,,1,3,2014
,RNG,0,,,,,0,,,,,,,1,9,2014
,RNG,1,,,1,1,1,,3,3,,36.5,1,1,9,2014
,RNG,0,,,0,,0,,,,,,,1,9,2014
,RNG,0,0,,,,,,,,,,,1,9,2014
,RNG,1,,1,,,1,,2,2,,16.25,1,1,9,2014
,RNG,0,,,,,1,,2,2,9,4.5,,1,9,2014
,HMB3,1,,1,,,1,,2,3,,15.5,1,1,10,2015
,HMB3,1,,1,,,1,,2,3,,12.5,1,1,10,2015
,HMB3,0,,1,,,0,,,,,,,1,10,2015
,HMB3,0,,1,,,0,,,,,,,1,10,2015
,HMB3,0,,1,,,1,,2,3,,5,,1,10,2015
,HMB3,0,,1,,,0,,,,,,,1,10,2015
,HMB3,0,,1,,,0,,,,,,,1,10,2015
,HMB3,0,,1,,,0,,,,,,,1,10,2015
,HMB3,0,,1,,,0,,,,,,,1,10,2015
,VHG,1,,,,,1,,1,3,,,1,1,7,2013
,VHG,1,,1,,,1,,1,3,,,1,1,7,2013
,VHG,1,,,,,1,,1,3,,,1,1,7,2013
,VHG,0,,,,,1,,1,3,,,,1,7,2013
,VHG,1,,1,,,1,,1,3,,,1,1,7,2013
,VHG,1,,1,,,1,,1,3,,,1,1,7,2013
,VHG,1,,,1,1,1,,1,3,,,1,1,7,2013
,VHG,1,,,1,1,1,,1,3,,,1,1,7,2013
,VHG,1,,,1,1,1,,1,3,,,1,1,7,2013
,VHG,0,,,,,,,,,,,,1,7,2013
,VHG,0,,,,,,,,,,,,1,7,2013
,HMB3,0,,,1,1,0,,,,,,,1,9,2015
,HMB3,0,,,1,1,0,,,,,,,1,9,2015
,HMB3,1,,,1,1,1,,3,3,,30,1,1,9,2015
,HMB3,0,,1,,,0,,,,,,,1,9,2015
,HMB3,0,,1,,,1,,3,3,,4.75,,1,9,2015
,HMB3,0,,1,,,0,,,,,,,1,9,2015
,HMB3,1,,1,,,1,,2,3,,24,1,1,9,2015
,HMB3,1,,1,,,1,,3,3,,23.75,1,1,9,2015
,HMB3,0,,1,,,0,,,,,,,1,9,2015
,HMB3,1,,1,,,1,,3,3,,30,1,1,9,2015
,HMB3,0,,1,,,0,,,,,,,1,10,2015
,HMB3,0,,,,,1,,1,2,,,,1,10,2015
,HMB3,0,,,,,0,,,,,,,1,10,2015
,HMB3,1,,,,,1,,3,3,,12.5,1,1,10,2015
,HMB3,1,,1,,,1,,3,3,,12.25,1,1,10,2015
,HMB3,0,,1,,,0,,,,,,,1,10,2015
,HMB3,0,,1,,,1,,1,3,,,,1,10,2015
,BSA2,0,,1,,,1,,3,3,,8.5,,1,8,2014
,BSA2,1,,,,,1,,2,3,,12,1,1,8,2014
,BSA2,0,,1,,,0,,,,,,,1,8,2014
,BSA2,1,,,,,1,,2,3,,11.25,1,1,8,2014
,BSA2,0,,,,,0,,,,,,,1,8,2014
,BSA2,0,,1,,,1,,3,3,,3,,1,8,2014
,BSA2,1,,1,,,1,,3,3,,10,1,1,9,2014
,BSA2,0,,,,,1,,2,3,,7,,1,8,2014
,BSA2,0,,1,,,1,,2,2,,7,,1,8,2014
,RNG,1,,,1,1,1,,3,3,,11,1,1,3,2014
,RNG,1,,,1,1,1,,3,3,,15.5,1,1,3,2014
,RNG,0,,,1,1,1,,2,3,,8.25,,1,3,2014
,RNG,1,,,1,1,1,,3,3,,30.25,1,1,3,2014
,HMB2,0,0,,,,,,,,,,,1,4,2015
,HMB2,0,,,,,0,,,,,,,1,4,2015
,HMB2,0,0,,,,,,,,,,,1,4,2015
,HMB2,0,0,,,,,,,,,,,1,4,2015
,AMG,0,,1,,,0,,,,,,,1,2,2015
,AMG,0,,,,,0,,,,,,,1,2,2015
,AMG,0,,,,,0,,,,,,,1,2,2015
,AMG,0,0,,,,,,,,,,,1,2,2015
,RNG,1,,1,,,1,,2,3,,11.66666667,1,1,4,2014
,RNG,0,0,,,,,,,,,,,1,4,2014
,RNG,0,,,,,1,,1,2,,,,1,4,2014
,RNG,0,,1,,,1,,1,2,,,,1,4,2014
,RNG,1,,1,,,1,,2,2,,10,1,1,4,2014
,RNG,1,,,,,1,,2,2,,10,1,1,3,2014
,RNG,1,,,,,1,,2,3,,10,1,1,3,2014
,RNG,0,,1,,,1,,2,2,,7,,1,3,2014
,RNG,0,,,,,1,,1,2,,,,1,3,2014
,RNG,0,,,,,1,,1,2,,,,1,3,2014
,RNG,0,,1,,,1,,1,2,,,,1,3,2014
,RNG,1,,1,,,1,,2,2,,12.5,1,1,3,2014
,RNG,0,0,,,,,,,,,,,1,4,2014
,RNG,0,,,,,0,,,,,,,1,4,2014
,RNG,0,,,,,1,,2,2,,5.25,,1,4,2014
,RNG,0,,,,,0,,,,,,,1,9,2014
,RNG,1,,1,,,1,,2,3,,10,1,1,4,2014
,RNG,1,,,,,1,,3,3,,11.25,1,1,4,2014
,RNG,0,,,,,1,,2,3,,4.25,,1,4,2014
,RNG,0,,,,,1,,2,3,,8,,1,4,2014
,RNG,1,,1,,,1,,2,3,,18,1,1,4,2014
,RNG,0,,1,,,1,,1,2,,,,1,4,2014
,RNG,0,,,,,1,,1,2,,,,1,4,2014
,RNG,0,,,,,1,,2,3,6,,,1,9,2014
,RNG,0,,1,,,0,,,,,,,1,4,2014
,RNG,0,,,,,1,,1,2,,,,1,4,2014
,RNG,0,0,,,,,,,,,,,1,4,2014
,RNG,0,,,,,1,,1,2,,,,1,4,2014
,RNG,1,,,,,1,,3,3,,21.25,1,1,9,2014
,RNG,0,,1,,,1,,2,3,11,5,,1,4,2014
,RNG,0,,,,,0,,,,,,,1,9,2014
,RNG,0,,1,,,1,,2,3,,3.5,,1,9,2014
,RNG,0,,,,,1,,2,3,,6.5,,1,9,2014
,UJA,0,,,,,1,,2,2,,,,1,5,2013
,UJA,0,,,,,,,3,3,,,,1,9,2012
,HMB3,1,,1,,,1,,3,3,,27.5,1,1,9,2015
,HMB3,1,,1,,,1,,3,3,,10,1,1,9,2015
,HMB3,0,,,,,1,,3,3,8,,,1,9,2015
,HMB3,1,,,,,1,,3,3,,10,1,1,9,2015
,HMB3,1,,,,,1,,3,3,,30,1,1,10,2015
,RNG,0,0,,,,,,,,,,,1,9,2014
,HMB3,0,,1,,,1,,1,2,,,,1,10,2015
,RNG,0,0,,,,,,,,,,,1,9,2014
,HMB3,1,,,1,1,1,,3,3,,31.66666667,1,1,9,2015
,HMB3,1,,1,,,1,,2,3,,21.66666667,1,1,9,2015
,HMB3,0,,,,,0,,,,,,,1,9,2015
,HMB3,1,,,0,,1,,3,3,,15.83333333,1,1,9,2015
,HMB3,0,,,,,0,,,,,,,1,9,2015
,SYA,1,,1,,,1,,2,3,,,1,1,7,2013
,SYA,0,,1,,,1,,2,2,,,,1,7,2013
,SYA,0,,1,,,1,,2,2,,,,1,7,2013
,SYA,1,,1,,,1,,2,2,,,1,1,7,2013
,SYA,0,,1,,,1,,2,3,,,,1,7,2013
,SYA,1,,,1,1,1,,3,3,,,1,1,8,2013
,SYA,0,,,1,1,1,,2,3,,,,1,7,2013
,SYA,1,,1,,,1,,2,3,,,1,1,7,2013
,SYA,1,,1,,,1,,3,3,,,1,1,7,2013
,SYA,1,,,,,1,,3,3,,,1,1,7,2013
,SYA,1,,,,,1,,3,3,,,1,1,7,2013
,SYA,1,,,,,1,,3,3,,,1,1,7,2013
,RNG,1,,1,,,1,,2,3,,16.25,1,1,1,2015
,RNG,0,,,,,1,,3,2,,7.333333333,,1,9,2014
,RNG,1,,,,,1,,3,3,,22.5,1,1,1,2015
,RNG,1,,,,,1,,3,2,,16.25,1,1,9,2014
,RNG,0,,,,,1,,1,2,,,,1,9,2014
,RNG,0,0,,,,,,,,,,,1,9,2014
,RNG,0,,,,,0,,,,,,,1,9,2014
,RNG,0,0,,,,,,,,,,,1,9,2014
,HMB2,1,,1,,,1,,2,3,,16.33333333,1,1,3,2015
,HMB2,1,,1,,,1,,2,3,,12.5,1,1,3,2015
,RNG,0,,,,,0,,,,,,,1,9,2014
,RNG,0,,,,,1,,1,2,,,,1,9,2014
,RNG,1,,,,,1,,2,3,,13,1,1,9,2014
,HMB2,1,,1,,,1,,2,3,,12.33333333,1,1,3,2015
,HMB2,0,,,,,1,,2,3,,3,,1,3,2015
,RNG,0,0,,,,,,,,,,,1,9,2014
,HMB2,1,,1,,,1,,2,3,,13,1,1,3,2015
,RNG,1,,,,,1,,2,3,,10.33333333,1,1,4,2014
,RNG,1,,,,,1,,3,3,,10.33333333,1,1,4,2014
,RNG,1,,,,,1,,2,3,,10,1,1,4,2014
,RNG,0,,,0,,1,,1,2,,,,1,4,2014
,SYA,1,,,,,1,,2,3,,,1,1,7,2013
,SYA,0,,1,,,1,,2,3,,,,1,7,2013
,SYA,1,,,,,1,,1,3,,,1,1,7,2013
,SYA,0,,1,,,1,,2,3,,7,,1,9,2014
,SYA,1,,,,,1,,1,2,,,1,1,7,2013
,SYA,1,,1,,,1,,1,2,,,1,1,7,2013
,SYA,1,,1,,,1,,3,3,,,1,1,7,2013
,RNG,1,,1,,,1,,2,3,,18.75,1,1,9,2014
,RNG,0,,1,,,0,,,,,,,1,9,2014
,RNG,0,,1,,,0,,,,,,,1,9,2014
,RNG,0,,1,,,0,,,,,,,1,9,2014
